sku,attribute_set_code,product_type,categories,name,description,price,base_image,qty,is_in_stock,related_skus,crosssell_skus,upsell_skus,created_at,updated_at
MJ12-S-Blue,Top,simple,Jackets,Proteus Fitness Jackshirt-S-Blue,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12-S-Orange,Top,simple,Jackets,Proteus Fitness Jackshirt-S-Orange,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12-M-Black,Top,simple,Jackets,Proteus Fitness Jackshirt-M-Black,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12-M-Blue,Top,simple,Jackets,Proteus Fitness Jackshirt-M-Blue,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12-M-Orange,Top,simple,Jackets,Proteus Fitness Jackshirt-M-Orange,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12-L-Black,Top,simple,Jackets,Proteus Fitness Jackshirt-L-Black,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12-L-Blue,Top,simple,Jackets,Proteus Fitness Jackshirt-L-Blue,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12-L-Orange,Top,simple,Jackets,Proteus Fitness Jackshirt-L-Orange,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12-XL-Black,Top,simple,Jackets,Proteus Fitness Jackshirt-XL-Black,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12-XL-Blue,Top,simple,Jackets,Proteus Fitness Jackshirt-XL-Blue,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12-XL-Orange,Top,simple,Jackets,Proteus Fitness Jackshirt-XL-Orange,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MJ12,Top,configurable,Jackets,Proteus Fitness Jackshirt,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona&reg; technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.
&bull; 1/4 zip. Stand-up collar. &bull; Machine wash/dry.&bull; Quilted inner layer.",45.0,/m/j/mj12-orange_main_1.jpg,0.0,1.0,"MH09,MH01,MP03,MP05","24-WG085,24-WG081-gray,24-WG083-blue,24-UG07",,6/26/25,6/26/25
MS04-XS-Black,Top,simple,Tees,Gobi HeatTec&reg; Tee-XS-Black,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-XS-Orange,Top,simple,Tees,Gobi HeatTec&reg; Tee-XS-Orange,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-XS-Red,Top,simple,Tees,Gobi HeatTec&reg; Tee-XS-Red,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-S-Black,Top,simple,Tees,Gobi HeatTec&reg; Tee-S-Black,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-S-Orange,Top,simple,Tees,Gobi HeatTec&reg; Tee-S-Orange,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-S-Red,Top,simple,Tees,Gobi HeatTec&reg; Tee-S-Red,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-M-Black,Top,simple,Tees,Gobi HeatTec&reg; Tee-M-Black,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-M-Orange,Top,simple,Tees,Gobi HeatTec&reg; Tee-M-Orange,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-M-Red,Top,simple,Tees,Gobi HeatTec&reg; Tee-M-Red,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-L-Black,Top,simple,Tees,Gobi HeatTec&reg; Tee-L-Black,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-L-Orange,Top,simple,Tees,Gobi HeatTec&reg; Tee-L-Orange,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-L-Red,Top,simple,Tees,Gobi HeatTec&reg; Tee-L-Red,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-XL-Black,Top,simple,Tees,Gobi HeatTec&reg; Tee-XL-Black,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-XL-Orange,Top,simple,Tees,Gobi HeatTec&reg; Tee-XL-Orange,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04-XL-Red,Top,simple,Tees,Gobi HeatTec&reg; Tee-XL-Red,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS04,Top,configurable,Tees,Gobi HeatTec&reg; Tee,"When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.
&bull; Orange micropolyester shirt.&bull; HeatTec&reg; wicking fabric.&bull; Crew neckline. &bull; Machine wash/dry.",29.0,/m/s/ms04-orange_main_1.jpg,0.0,1.0,,"24-UG06,24-UG03,24-WG082-pink,24-WG083-blue","MS07,MS08,MS09",6/26/25,6/26/25
MS05-XS-Black,Top,simple,"Tees,Eco Friendly,Default Category",Helios EverCool&trade; Tee-XS-Black,"Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.
&bull; Teal quick dry tee.&bull; Relaxed fit. &bull; Crew neckline. &bull; Machine wash/dry.",24.0,/m/s/ms05-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS05-XS-Blue,Top,simple,"Tees,Eco Friendly,Default Category",Helios EverCool&trade; Tee-XS-Blue,"Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.
&bull; Teal quick dry tee.&bull; Relaxed fit. &bull; Crew neckline. &bull; Machine wash/dry.",24.0,/m/s/ms05-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
MS05-XS-Purple,Top,simple,"Tees,Eco Friendly,Default Category",Helios EverCool&trade; Tee-XS-Purple,"Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.
&bull; Teal quick dry tee.&bull; Relaxed fit. &bull; Crew neckline. &bull; Machine wash/dry.",24.0,/m/s/ms05-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
